Advice,SetGoals,PayFullCC,Own,agecat,region,ABSORBSHOCK
Somewhat,Neither,Sometimes,Neutral,18to24,W,DontKnow
Well,Agree,Always,Absolutely,75up,MW,Certain
Well,Neither,Always,Agree,75up,MW,Certain
Completely,StronglyAgree,Seldom,Absolutely,25to34,South,CouldNot
Completely,StronglyDisagree,Always,Absolutely,45to54,South,DontKnow
Well,Disagree,Sometimes,Disagree,18to24,NE,DontKnow
Not,Neither,NAorNever,Agree,25to34,W,ProbablyNot
Completely,Agree,Always,Neutral,18to24,MW,Probably
Completely,Neither,Always,Agree,75up,W,Certain
Completely,Agree,Always,Neutral,62to69,MW,Certain
Well,Neither,Often,Disagree,55to61,W,CouldNot
Somewhat,Neither,Always,Neutral,70to74,South,Certain
Somewhat,Neither,Seldom,Agree,18to24,W,ProbablyNot
Somewhat,Neither,Sometimes,Disagree,75up,MW,Certain
Well,StronglyAgree,Sometimes,Disagree,62to69,MW,Certain
Somewhat,Neither,Sometimes,Neutral,35to44,South,Certain
Well,Agree,Always,Agree,25to34,South,Certain
Somewhat,Disagree,NAorNever,Disagree,18to24,South,ProbablyNot
Completely,Agree,Always,Agree,55to61,NE,Certain
Well,Agree,Often,Agree,62to69,W,Certain
Not,Agree,Often,Absolutely,25to34,W,CouldNot
Somewhat,Neither,NAorNever,Agree,25to34,MW,CouldNot
Well,Agree,NAorNever,Agree,25to34,NE,Certain
Well,Agree,Often,Neutral,45to54,W,DontKnow
Well,Neither,NAorNever,Disagree,70to74,South,Certain
Well,Agree,NAorNever,Neutral,75up,South,Certain
Somewhat,Neither,Seldom,NoWay,62to69,South,Probably
Somewhat,Agree,Always,Neutral,75up,MW,Certain
Well,StronglyAgree,Always,NoWay,70to74,MW,Certain
Well,Neither,Always,Neutral,62to69,MW,Certain
Somewhat,Agree,Often,Neutral,62to69,MW,Certain
Well,Agree,Often,Disagree,62to69,South,Certain
Completely,StronglyAgree,Always,NoWay,35to44,NE,Certain
Well,StronglyAgree,Always,Neutral,45to54,W,Certain
Well,Agree,Always,Neutral,62to69,NE,Certain
Well,Neither,Always,Neutral,62to69,NE,Certain
Well,Agree,Always,NoWay,62to69,MW,Certain
Completely,StronglyAgree,Often,Disagree,62to69,NE,Certain
Well,Neither,Sometimes,Neutral,62to69,South,Certain
Completely,StronglyAgree,Always,Neutral,55to61,South,Certain
Completely,Neither,NAorNever,NA,62to69,MW,CouldNot
Well,StronglyAgree,Always,Agree,45to54,NE,Certain
Completely,StronglyAgree,Always,NoWay,75up,W,Certain
Somewhat,Neither,Always,Agree,62to69,NE,Certain
Somewhat,Agree,NAorNever,Disagree,18to24,NE,Probably
Somewhat,Neither,Sometimes,NA,18to24,W,NA
Little,Neither,Often,Disagree,45to54,W,Probably
Well,Agree,Always,Agree,62to69,South,Certain
Somewhat,Agree,Always,Agree,62to69,W,Certain
Somewhat,Agree,Always,Neutral,45to54,MW,Certain
Somewhat,Neither,Often,NoWay,75up,W,Certain
Well,StronglyAgree,Always,NA,35to44,South,Certain
Not,Neither,Always,Agree,55to61,NE,Certain
Somewhat,Neither,Often,Agree,70to74,South,Probably
Little,Agree,Often,Absolutely,25to34,W,Probably
Well,Disagree,Always,NA,55to61,South,Certain
Somewhat,Neither,Often,Neutral,25to34,South,DontKnow
Somewhat,Neither,Sometimes,Neutral,25to34,South,Probably
Little,Neither,NAorNever,NoWay,18to24,South,DontKnow
Well,Disagree,Often,Agree,45to54,W,Probably
Not,Neither,Sometimes,Disagree,70to74,South,Probably
Completely,Neither,Always,NoWay,62to69,MW,Certain
Little,Agree,Always,Agree,75up,W,Probably
Not,Neither,Always,Disagree,70to74,South,Certain
Well,Agree,Always,Agree,75up,NE,Certain
Somewhat,Neither,Sometimes,Neutral,25to34,W,DontKnow
Somewhat,Neither,Always,Agree,62to69,W,Certain
Well,Agree,Sometimes,Disagree,45to54,NE,Certain
Not,Agree,NAorNever,Neutral,25to34,South,Probably
Somewhat,Neither,Always,Disagree,55to61,NE,Certain
Completely,Agree,Seldom,Agree,35to44,W,Certain
Somewhat,Agree,Sometimes,Neutral,45to54,W,ProbablyNot
Somewhat,Agree,NAorNever,Disagree,25to34,W,ProbablyNot
Somewhat,Agree,Always,Neutral,45to54,MW,Certain
Well,Neither,NAorNever,Disagree,62to69,South,DontKnow
Well,Agree,NAorNever,Agree,35to44,South,CouldNot
Somewhat,Neither,NAorNever,Agree,62to69,W,Certain
Somewhat,Agree,Always,Neutral,75up,South,DontKnow
Well,Agree,Always,Neutral,70to74,W,Certain
Well,Agree,Always,Disagree,75up,W,Certain
Little,Agree,Seldom,NoWay,62to69,South,CouldNot
Not,Disagree,Often,Disagree,25to34,South,Certain
Well,Agree,Always,Neutral,75up,W,Certain
Somewhat,StronglyAgree,Always,Disagree,55to61,South,Certain
Somewhat,Agree,Always,NA,62to69,NE,Probably
Well,StronglyAgree,Always,NoWay,45to54,W,Certain
Somewhat,Neither,Seldom,Neutral,45to54,MW,CouldNot
Well,Agree,Seldom,Neutral,75up,NE,CouldNot
Well,Agree,Always,Agree,55to61,South,Certain
Well,Neither,Always,Agree,62to69,W,Certain
Well,Agree,Always,Agree,62to69,MW,Certain
Little,Agree,Always,Neutral,35to44,W,Certain
Somewhat,Agree,NAorNever,Neutral,45to54,South,CouldNot
Well,Disagree,Always,Neutral,70to74,NE,Certain
Not,Agree,NAorNever,Agree,45to54,South,CouldNot
Completely,Agree,Always,Disagree,55to61,MW,Certain
Little,Disagree,NAorNever,NoWay,25to34,MW,CouldNot
Completely,StronglyAgree,Always,NA,25to34,NE,Certain
Well,Agree,Sometimes,Neutral,25to34,NE,Certain
Somewhat,Agree,Sometimes,Neutral,55to61,South,Certain
Well,Neither,Always,Agree,25to34,MW,Probably
Somewhat,Agree,Seldom,Neutral,45to54,NE,Probably
Somewhat,Neither,NAorNever,Agree,45to54,NE,CouldNot
Somewhat,Neither,Always,NoWay,75up,South,Certain
Somewhat,Neither,Always,Disagree,18to24,South,Certain
Somewhat,Disagree,Always,Disagree,55to61,W,Certain
Somewhat,Neither,Often,Neutral,25to34,W,Probably
Well,Neither,Seldom,Disagree,25to34,South,CouldNot
Completely,StronglyAgree,Always,Neutral,25to34,MW,Certain
Completely,Agree,Always,Neutral,62to69,South,Certain
Somewhat,Agree,Always,Neutral,25to34,NE,Certain
Completely,StronglyAgree,Always,Agree,45to54,South,Probably
Not,Disagree,NAorNever,Neutral,55to61,MW,CouldNot
Somewhat,Agree,Sometimes,Neutral,55to61,MW,Certain
Somewhat,Agree,Always,Neutral,18to24,W,Probably
Little,Agree,Always,Neutral,55to61,NE,Certain
Little,Neither,Seldom,Agree,62to69,MW,Probably
Well,StronglyAgree,Always,Neutral,25to34,NE,Certain
Completely,Disagree,Always,Neutral,25to34,South,Probably
Not,Disagree,Always,Neutral,35to44,W,Certain
Somewhat,Agree,NAorNever,Absolutely,45to54,South,CouldNot
Somewhat,Agree,Always,Agree,75up,MW,ProbablyNot
Well,Agree,Sometimes,Neutral,75up,NE,Probably
Well,Neither,NAorNever,Neutral,45to54,South,Probably
Completely,StronglyAgree,Always,Neutral,25to34,MW,Certain
Not,StronglyDisagree,NAorNever,Neutral,45to54,NE,CouldNot
Completely,Agree,Always,Neutral,55to61,MW,Probably
Somewhat,Agree,Always,NoWay,62to69,South,Certain
Somewhat,Neither,Sometimes,NoWay,55to61,South,Certain
Well,Agree,Always,NoWay,45to54,NE,Certain
Somewhat,Neither,Often,Neutral,70to74,NE,Certain
Not,Neither,NAorNever,Neutral,45to54,South,CouldNot
Completely,Agree,Always,Neutral,55to61,South,Certain
Somewhat,Agree,NAorNever,Agree,25to34,South,ProbablyNot
Well,Agree,Always,Neutral,35to44,MW,Certain
Well,Disagree,NAorNever,Disagree,62to69,W,Probably
Little,StronglyDisagree,Sometimes,NoWay,35to44,South,CouldNot
Somewhat,Neither,NAorNever,Agree,35to44,South,ProbablyNot
Well,Disagree,NAorNever,Neutral,35to44,MW,Certain
Somewhat,Neither,Seldom,Neutral,55to61,NE,Probably
Somewhat,StronglyDisagree,NAorNever,Neutral,62to69,MW,Probably
Well,Agree,NAorNever,Agree,75up,MW,Probably
Little,StronglyAgree,Often,Agree,35to44,W,Certain
Somewhat,Neither,Always,NoWay,75up,NE,Certain
Well,Agree,Always,Neutral,55to61,South,Certain
Somewhat,Agree,Often,Disagree,55to61,NE,Certain
Well,Agree,Always,Disagree,75up,MW,Probably
Little,Neither,Often,Disagree,45to54,W,Probably
Well,Agree,Always,Agree,62to69,South,Certain
Well,Agree,Often,Disagree,45to54,NE,Certain
Well,Agree,Often,Disagree,70to74,W,Probably
Completely,Neither,Always,NoWay,62to69,W,Certain
Well,Agree,NAorNever,Agree,55to61,NE,CouldNot
Somewhat,Agree,Always,Absolutely,45to54,South,Certain
Little,Neither,Sometimes,NoWay,35to44,South,CouldNot
Well,Agree,Sometimes,Agree,25to34,South,ProbablyNot
Somewhat,StronglyAgree,Always,Neutral,55to61,South,Certain
Well,Neither,Often,Agree,62to69,South,Certain
Completely,Neither,Always,Agree,75up,NE,Certain
Well,Agree,Always,Neutral,62to69,W,Certain
Well,StronglyAgree,Seldom,Neutral,35to44,W,Probably
Well,Agree,NAorNever,Neutral,45to54,South,DontKnow
Somewhat,Neither,Seldom,Neutral,70to74,W,Certain
Well,Agree,Sometimes,Disagree,62to69,South,Certain
Well,Agree,Always,NoWay,75up,NE,Probably
Somewhat,Agree,Always,NoWay,70to74,NE,Certain
Little,Neither,Always,Agree,45to54,South,Certain
Little,Neither,Often,NoWay,45to54,MW,Certain
Somewhat,Neither,NAorNever,Disagree,25to34,W,CouldNot
Somewhat,Disagree,Seldom,Neutral,18to24,NE,CouldNot
Completely,StronglyAgree,Always,Neutral,25to34,South,Probably
Somewhat,Disagree,NAorNever,Agree,35to44,MW,Probably
Little,Neither,Often,Neutral,25to34,South,Certain
Little,Disagree,Always,Neutral,75up,NE,Certain
Well,Agree,Always,Agree,55to61,MW,DontKnow
Somewhat,Agree,Always,Neutral,45to54,South,Certain
Well,Agree,Always,Disagree,45to54,NE,Certain
Well,StronglyAgree,Sometimes,Neutral,62to69,MW,Certain
Well,Agree,Always,Neutral,70to74,South,Certain
Somewhat,Neither,NAorNever,Disagree,70to74,South,DontKnow
Completely,Neither,Always,Disagree,45to54,W,Certain
Well,StronglyAgree,NAorNever,Neutral,35to44,W,Probably
Completely,Agree,Sometimes,Agree,75up,NE,Certain
Well,Neither,Sometimes,Neutral,62to69,W,Certain
Somewhat,Agree,Seldom,Disagree,45to54,W,CouldNot
Well,Neither,Always,Neutral,75up,South,Certain
Somewhat,Agree,Often,Agree,35to44,South,Certain
Not,StronglyDisagree,NAorNever,Neutral,25to34,NE,CouldNot
Somewhat,Disagree,NAorNever,Neutral,25to34,South,CouldNot
Well,Agree,Always,Disagree,45to54,W,Certain
Well,Agree,Always,Agree,75up,South,Certain
Somewhat,Neither,Seldom,Neutral,45to54,MW,Certain
Little,Agree,Always,Agree,75up,W,Certain
Somewhat,Agree,Often,Neutral,55to61,South,Certain
Well,Neither,Sometimes,Disagree,75up,MW,Certain
Little,Neither,Always,Agree,75up,W,Certain
Well,Neither,Seldom,Agree,55to61,W,Certain
Completely,Agree,Always,Neutral,62to69,South,Certain
Somewhat,StronglyDisagree,NAorNever,Neutral,62to69,W,CouldNot
Somewhat,Neither,Always,Neutral,75up,W,Certain
Completely,StronglyAgree,Always,Neutral,45to54,South,Certain
Completely,Agree,Always,Disagree,70to74,W,Certain
Completely,Agree,Always,Neutral,55to61,South,Certain
Well,Agree,Always,Agree,18to24,MW,Certain
Little,Neither,NAorNever,Disagree,35to44,MW,Probably
Well,Agree,Always,Neutral,25to34,W,Certain
Not,Disagree,Always,Disagree,75up,NE,Probably
Somewhat,Disagree,Seldom,Absolutely,55to61,South,Probably
Little,Disagree,NAorNever,Agree,25to34,W,ProbablyNot
Somewhat,StronglyAgree,NAorNever,NoWay,35to44,W,ProbablyNot
Well,Neither,Always,Neutral,70to74,NE,Certain
Somewhat,Neither,Often,Neutral,55to61,NE,Certain
Not,StronglyDisagree,NAorNever,Agree,45to54,NE,CouldNot
Completely,StronglyAgree,Sometimes,Neutral,70to74,South,Certain
Somewhat,Disagree,Always,Neutral,45to54,South,Certain
Well,Agree,Sometimes,Disagree,18to24,NE,Certain
Not,Neither,NAorNever,Neutral,45to54,W,DontKnow
Somewhat,Agree,Seldom,NA,45to54,W,CouldNot
Completely,Neither,Seldom,Agree,55to61,MW,Probably
Little,Disagree,Always,Agree,75up,South,Certain
Little,Agree,Often,Neutral,62to69,W,ProbablyNot
Somewhat,Neither,Seldom,NoWay,70to74,South,Certain
Completely,StronglyAgree,Always,Agree,55to61,MW,Certain
Completely,Agree,Always,Neutral,70to74,W,Certain
Somewhat,Disagree,Always,Agree,62to69,MW,Certain
Somewhat,Disagree,NAorNever,Neutral,55to61,W,ProbablyNot
Well,Agree,Sometimes,Agree,25to34,South,Certain
Somewhat,Agree,Often,Disagree,62to69,W,Certain
Well,Agree,NAorNever,Disagree,18to24,MW,Certain
Somewhat,Agree,Often,Neutral,45to54,South,Probably
Not,Neither,Always,Disagree,25to34,MW,Probably
Somewhat,Neither,Always,Neutral,35to44,W,Certain
Well,Neither,Always,Neutral,62to69,NE,Certain
Completely,Neither,Always,Neutral,18to24,W,Certain
Somewhat,Agree,Seldom,Agree,62to69,MW,ProbablyNot
Well,Agree,Sometimes,NoWay,45to54,W,Certain
Somewhat,Agree,Always,Neutral,25to34,W,Certain
Completely,Agree,NAorNever,Neutral,18to24,MW,CouldNot
Well,Agree,NAorNever,NoWay,45to54,W,CouldNot
Well,Neither,Always,Neutral,55to61,NE,Certain
Completely,Agree,Always,Agree,25to34,MW,Certain
Little,Agree,NAorNever,Agree,18to24,MW,ProbablyNot
Well,Agree,Seldom,NoWay,62to69,MW,Certain
Well,Agree,Sometimes,Disagree,45to54,South,Certain
Well,Neither,Always,Agree,62to69,South,Certain
Somewhat,Neither,Sometimes,Neutral,25to34,MW,DontKnow
Little,Neither,NAorNever,Neutral,35to44,MW,CouldNot
Little,Agree,Always,Disagree,25to34,W,Certain
Somewhat,Agree,NAorNever,Disagree,62to69,South,Certain
Completely,StronglyAgree,Always,Absolutely,18to24,MW,DontKnow
Somewhat,Disagree,Always,Disagree,45to54,South,Certain
Somewhat,Agree,Sometimes,Neutral,70to74,W,Certain
Somewhat,Disagree,Often,Neutral,18to24,W,Probably
Little,Agree,Often,Agree,45to54,NE,Certain
Well,Agree,NAorNever,Absolutely,55to61,South,Certain
Well,StronglyAgree,Always,Absolutely,62to69,South,Certain
Little,Agree,Often,NoWay,25to34,South,Probably
Somewhat,Agree,Always,Neutral,45to54,W,Certain
Well,Agree,Always,Agree,35to44,W,Certain
Somewhat,Neither,Seldom,Neutral,18to24,NE,CouldNot
Somewhat,Neither,Always,Disagree,35to44,W,Probably
Somewhat,Agree,Sometimes,Agree,35to44,W,Probably
Well,Neither,Sometimes,Neutral,25to34,South,Certain
Somewhat,Neither,Always,Agree,75up,W,Certain
Well,Agree,Always,Agree,62to69,South,Probably
Somewhat,Agree,Often,Agree,55to61,W,Certain
Somewhat,Agree,NAorNever,Neutral,45to54,MW,ProbablyNot
Well,Disagree,Seldom,Neutral,25to34,South,DontKnow
Well,Agree,Sometimes,Neutral,75up,W,Certain
Completely,Agree,Always,Neutral,25to34,W,Probably
Well,Agree,NAorNever,Disagree,35to44,W,ProbablyNot
Well,Disagree,NAorNever,Disagree,55to61,W,Certain
Somewhat,Agree,Often,Disagree,35to44,W,Certain
Well,Disagree,Always,Agree,55to61,W,Certain
Somewhat,Neither,Seldom,Neutral,18to24,W,DontKnow
Completely,StronglyAgree,Always,Neutral,18to24,MW,Certain
Somewhat,Neither,Sometimes,Neutral,25to34,W,ProbablyNot
Somewhat,Neither,Often,Agree,25to34,MW,Certain
Completely,Neither,NAorNever,NA,55to61,South,DontKnow
Not,Neither,NAorNever,NoWay,25to34,South,CouldNot
Not,Disagree,NAorNever,NoWay,25to34,W,Probably
Well,StronglyAgree,NAorNever,Agree,35to44,South,DontKnow
Well,Agree,Always,Neutral,45to54,South,Certain
Well,Disagree,Seldom,Neutral,70to74,South,Probably
Well,Agree,NAorNever,Agree,45to54,NE,Certain
Little,StronglyDisagree,NAorNever,NoWay,25to34,South,CouldNot
Little,Disagree,Always,Absolutely,45to54,W,Certain
Completely,StronglyAgree,Always,Disagree,62to69,MW,Certain
Well,Neither,Sometimes,Neutral,18to24,W,Probably
Somewhat,Disagree,Sometimes,Neutral,75up,W,Certain
Somewhat,Neither,Always,Absolutely,45to54,W,Certain
Somewhat,Neither,Sometimes,NA,35to44,South,NA
Somewhat,Agree,Always,Disagree,75up,W,Certain
Not,Agree,Always,Neutral,62to69,South,Probably
Somewhat,Neither,Seldom,NoWay,45to54,South,Certain
NA,NA,NA,NA,45to54,NE,NA
Completely,StronglyAgree,Always,Disagree,45to54,South,Certain
Completely,StronglyAgree,Often,Agree,55to61,NE,CouldNot
Somewhat,Neither,Sometimes,Neutral,45to54,MW,DontKnow
Well,Neither,Sometimes,Neutral,62to69,W,CouldNot
Well,Neither,Sometimes,Neutral,62to69,MW,Certain
Little,StronglyAgree,Seldom,Disagree,45to54,NE,ProbablyNot
Well,Agree,Sometimes,NA,75up,South,Certain
Somewhat,Disagree,NAorNever,Agree,45to54,NE,ProbablyNot
Completely,Neither,Sometimes,NA,62to69,South,Certain
Little,Neither,NAorNever,Neutral,25to34,NE,CouldNot
Somewhat,Agree,Seldom,Agree,35to44,NE,Certain
Completely,Agree,Seldom,Agree,55to61,South,Certain
Completely,StronglyAgree,Always,NoWay,55to61,NE,Certain
Little,Agree,Seldom,Neutral,25to34,MW,Certain
Somewhat,Agree,NAorNever,Absolutely,35to44,NE,Certain
Well,Agree,Seldom,Neutral,35to44,MW,Certain
Well,Agree,Sometimes,Neutral,45to54,MW,Certain
Completely,Agree,Always,Neutral,62to69,MW,Certain
Completely,Agree,Always,Agree,62to69,South,Certain
Well,Agree,Sometimes,Neutral,70to74,South,Certain
Well,Agree,NAorNever,Neutral,45to54,South,Probably
Well,StronglyAgree,Always,Agree,45to54,South,Certain
Well,Neither,Often,Neutral,35to44,South,Probably
Completely,Neither,NAorNever,Disagree,70to74,NE,ProbablyNot
Somewhat,Agree,Sometimes,Neutral,25to34,South,DontKnow
Completely,StronglyAgree,Always,Neutral,25to34,MW,Certain
Completely,Neither,Always,NA,70to74,W,Certain
Completely,StronglyDisagree,Always,Disagree,62to69,NE,Certain
Little,Neither,NAorNever,Disagree,55to61,MW,ProbablyNot
Completely,StronglyAgree,Often,Neutral,62to69,South,Certain
Somewhat,Agree,Always,Neutral,25to34,South,Certain
Somewhat,Neither,Seldom,Neutral,62to69,W,ProbablyNot
Well,Agree,Often,Disagree,45to54,South,Certain
Somewhat,Agree,Always,Agree,35to44,NE,Certain
Well,Agree,Always,Neutral,62to69,NE,CouldNot
Completely,StronglyAgree,Always,Neutral,70to74,South,Certain
Not,Neither,Sometimes,Agree,75up,MW,Probably
Well,StronglyAgree,NAorNever,Neutral,35to44,MW,Certain
Somewhat,Agree,Often,NoWay,35to44,South,Certain
Somewhat,Neither,Seldom,Agree,75up,MW,Certain
Somewhat,Neither,Seldom,NoWay,25to34,South,Probably
Well,Agree,Often,Absolutely,18to24,W,CouldNot
Completely,StronglyAgree,Often,Disagree,25to34,MW,Certain
Somewhat,Neither,NAorNever,Neutral,55to61,NE,CouldNot
Well,Agree,NAorNever,Disagree,25to34,South,CouldNot
Somewhat,Agree,Often,Neutral,45to54,W,Probably
Well,Agree,Always,Neutral,55to61,W,Certain
Completely,StronglyAgree,Always,Absolutely,75up,South,Certain
Completely,Disagree,Always,Neutral,70to74,NE,Certain
Completely,Agree,Always,Disagree,45to54,W,Certain
Little,Neither,Seldom,Agree,45to54,MW,Probably
Well,StronglyAgree,Always,Agree,25to34,South,CouldNot
Somewhat,Neither,Always,Disagree,25to34,MW,Certain
Well,Neither,Always,Agree,75up,South,Certain
Somewhat,StronglyAgree,Always,Agree,25to34,W,Certain
Well,Agree,Often,Absolutely,25to34,NE,DontKnow
Somewhat,Agree,NAorNever,Neutral,25to34,South,Certain
Completely,Agree,Always,Neutral,62to69,South,Certain
Well,Agree,Always,Neutral,35to44,MW,Certain
Not,StronglyAgree,Always,NoWay,45to54,NE,Certain
Somewhat,Agree,Always,Neutral,62to69,NE,Certain
Well,StronglyAgree,Always,Disagree,45to54,W,Certain
Well,Agree,Often,Neutral,70to74,NE,CouldNot
Completely,Agree,Always,NoWay,45to54,South,Certain
Well,Agree,Always,Agree,62to69,South,Certain
Well,StronglyAgree,Always,Agree,75up,South,Certain
Well,Agree,Always,Neutral,62to69,NE,Certain
Completely,StronglyAgree,Always,NoWay,62to69,MW,Certain
Well,Disagree,Always,Agree,55to61,MW,Certain
Well,Agree,Sometimes,Agree,25to34,MW,ProbablyNot
Well,Agree,Always,Neutral,70to74,South,Certain
Completely,StronglyAgree,Seldom,Agree,35to44,South,Certain
Little,StronglyDisagree,Always,Agree,62to69,MW,Certain
Somewhat,StronglyAgree,Sometimes,Absolutely,70to74,South,DontKnow
Well,Disagree,NAorNever,Disagree,35to44,MW,Probably
Little,Disagree,Often,Neutral,75up,MW,Certain
Well,Agree,Often,Neutral,35to44,MW,Certain
Completely,Agree,Seldom,Agree,45to54,NE,Certain
Little,Neither,NAorNever,Disagree,25to34,South,CouldNot
Completely,Neither,Always,NoWay,75up,South,Certain
Somewhat,Neither,NAorNever,Disagree,25to34,South,DontKnow
Completely,Neither,Always,Neutral,55to61,MW,DontKnow
Not,StronglyDisagree,NAorNever,NoWay,45to54,W,CouldNot
Somewhat,Agree,Always,Agree,62to69,MW,Probably
Completely,Agree,Always,Neutral,75up,South,Certain
Well,StronglyAgree,Always,Neutral,35to44,W,Certain
Somewhat,Neither,NAorNever,NoWay,55to61,NE,ProbablyNot
Well,StronglyAgree,Always,Neutral,62to69,South,Certain
Completely,Agree,Sometimes,Disagree,62to69,W,Certain
Well,Agree,Always,NA,62to69,South,Certain
Little,Neither,NAorNever,Absolutely,45to54,MW,CouldNot
Not,StronglyDisagree,NAorNever,Agree,25to34,W,DontKnow
Completely,StronglyAgree,Always,Neutral,62to69,South,Certain
Completely,Agree,Often,Disagree,55to61,NE,Certain
Little,Disagree,Seldom,Neutral,45to54,MW,Probably
Somewhat,Neither,Seldom,Neutral,25to34,South,ProbablyNot
Somewhat,Agree,Seldom,Neutral,62to69,South,Certain
Somewhat,Disagree,Sometimes,Neutral,25to34,W,ProbablyNot
